9582;12,78;;MSSC;;;;;;CHF
5113;31,20;;MSSC;;;;;;CHF
7890;167,66;;MSSC;;;;;;CHF
Q576;175,82;;MSSC;;;;;;CHF
O308;49,89;;MSSC;;;;;;CHF
Q453;382,30;;MSSC;;;;;;CHF
1486;4,57;;MSSC;;;;;;CHF
H511;131,69;;MSSC;;;;;;CHF
P170;398,67;;MSSC;;;;;;CHF
P423;108,14;;MSSC;;;;;;CHF
Q363;14,40;;MSSC;;;;;;CHF
Q364;88,98;;MSSC;;;;;;CHF
Q362;178,39;;MSSC;;;;;;CHF
Q357;14,43;;MSSC;;;;;;CHF
Q602;454,84;;MSSC;;;;;;CHF
Q598;208,92;;MSSC;;;;;;CHF
1459;13,79;;MSSC;;;;;;CHF
J851;36,96;;MSSC;;;;;;CHF
I436;115,74;;MSSC;;;;;;CHF
A322;187,51;;MSSC;;;;;;CHF
Q484;26,98;;MSSC;;;;;;CHF
Q485;1768,01;;MSSC;;;;;;CHF
Q153;299,96;;MSSC;;;;;;CHF
Q445;135,00;;MSSC;;;;;;CHF
Q438;14,63;;MSSC;;;;;;CHF
Q426;95,69;;MSSC;;;;;;CHF
Q367;406,50;;MSSC;;;;;;CHF
Q354;10,00;;MSSC;;;;;;CHF
P986;555,86;;MSSC;;;;;;CHF
L021;92,62;;MSSC;;;;;;CHF
Q599;429,46;;MSSC;;;;;;CHF
Q575;16,93;;MSSC;;;;;;CHF
Q419;112,00;;MSSC;;;;;;CHF
F907;42,41;;MSSC;;;;;;CHF
Q435;14,95;;MSSC;;;;;;CHF
P173;248,16;;MSSC;;;;;;CHF
I518;79,30;;MSSC;;;;;;CHF
F108;101,13;;MSSC;;;;;;CHF
A108;28,45;;MSSC;;;;;;CHF
Q707;8,00;;MSSC;;;;;;CHF
8583;16,80;;MSSC;;;;;;CHF
P455;102,30;;MSSC;;;;;;CHF
Q360;398,49;;MSSC;;;;;;CHF
Q440;23,51;;MSSC;;;;;;CHF
Q439;7,87;;MSSC;;;;;;CHF
G075;108,84;;MSSC;;;;;;CHF
Q452;15,06;;MSSC;;;;;;CHF
4775;33,11;;MSSC;;;;;;CHF
G662;27,57;;MSSC;;;;;;CHF
S834;462,05;;MSSC;;;;;;CHF
Q645;40,29;;MSSC;;;;;;CHF
P171;30,54;;MSSC;;;;;;CHF
Q365;37,45;;MSSC;;;;;;CHF
Q474;264,40;;MSSC;;;;;;CHF
P422;358,85;;MSSC;;;;;;CHF
Q472;16,20;;MSSC;;;;;;CHF
Q473;45,00;;MSSC;;;;;;CHF
Q475;180,20;;MSSC;;;;;;CHF
Q476;2,60;;MSSC;;;;;;CHF
Q478;8,19;;MSSC;;;;;;CHF
Q479;74,60;;MSSC;;;;;;CHF
Q480;90,48;;MSSC;;;;;;CHF
Q481;50,15;;MSSC;;;;;;CHF
Q482;81,92;;MSSC;;;;;;CHF
Q483;50,30;;MSSC;;;;;;CHF
H507;21,56;;MSSC;;;;;;CHF
Q656;73,21;;MSSC;;;;;;CHF
Q450;7,93;;MSSC;;;;;;CHF
A485;2,81;;MSSC;;;;;;CHF
Q629;251,96;;MSSC;;;;;;CHF
Q155;5,79;;MSSC;;;;;;CHF
Q477;3,65;;MSSC;;;;;;CHF
P174;177,10;;MSSC;;;;;;CHF
J861;97,22;;MSSC;;;;;;CHF
T356;343,99;;MSSC;;;;;;CHF
R263;261,99;;MSSC;;;;;;CHF
P807;29,10;;MSSC;;;;;;CHF
F341;52,15;;MSSC;;;;;;CHF
F493;22,87;;MSSC;;;;;;CHF
8283;166,40;;MSSC;;;;;;CHF
E964;493,95;;MSSC;;;;;;CHF
R647;51,50;;MSSC;;;;;;CHF
R934;104,06;;MSSC;;;;;;CHF
R763;34,37;;MSSC;;;;;;CHF
L764;864,14;;MSSC;;;;;;CHF
D182;80,89;;MSSC;;;;;;CHF
J860;167,41;;MSSC;;;;;;CHF
N703;55,09;;MSSC;;;;;;CHF
R918;36,48;;MSSC;;;;;;CHF
G209;225,57;;MSSC;;;;;;CHF
P937;149,56;;MSSC;;;;;;CHF
P678;427,88;;MSSC;;;;;;CHF
P677;90,00;;MSSC;;;;;;CHF
P660;170,00;;MSSC;;;;;;CHF
P517;70,00;;MSSC;;;;;;CHF
P516;107,09;;MSSC;;;;;;CHF
P494;170,00;;MSSC;;;;;;CHF
P491;200,00;;MSSC;;;;;;CHF
P459;210,00;;MSSC;;;;;;CHF
P267;1040,00;;MSSC;;;;;;CHF
P188;1720,00;;MSSC;;;;;;CHF
P187;380,00;;MSSC;;;;;;CHF
P186;440,00;;MSSC;;;;;;CHF
P181;50,00;;MSSC;;;;;;CHF
P180;20,00;;MSSC;;;;;;CHF
P093;240,09;;MSSC;;;;;;CHF
P092;165,27;;MSSC;;;;;;CHF
O866;3,00;;MSSC;;;;;;CHF
O863;90,00;;MSSC;;;;;;CHF
O862;90,00;;MSSC;;;;;;CHF
O861;60,00;;MSSC;;;;;;CHF
O860;40,00;;MSSC;;;;;;CHF
O835;30,00;;MSSC;;;;;;CHF
O834;600,00;;MSSC;;;;;;CHF
O313;28,89;;MSSC;;;;;;CHF
O244;690,00;;MSSC;;;;;;CHF
O238;100,00;;MSSC;;;;;;CHF
O174;100,00;;MSSC;;;;;;CHF
O171;60,00;;MSSC;;;;;;CHF
N902;131,97;;MSSC;;;;;;CHF
N901;23,29;;MSSC;;;;;;CHF
N804;82,38;;MSSC;;;;;;CHF
N803;13,73;;MSSC;;;;;;CHF
N706;71,78;;MSSC;;;;;;CHF
N704;98,78;;MSSC;;;;;;CHF
N702;230,00;;MSSC;;;;;;CHF
N617;90,00;;MSSC;;;;;;CHF
N588;797,40;;MSSC;;;;;;CHF
M893;90,00;;MSSC;;;;;;CHF
M853;360,00;;MSSC;;;;;;CHF
M580;50,00;;MSSC;;;;;;CHF
M579;50,00;;MSSC;;;;;;CHF
M493;245,88;;MSSC;;;;;;CHF
M477;167,68;;MSSC;;;;;;CHF
M475;77,31;;MSSC;;;;;;CHF
M474;28,54;;MSSC;;;;;;CHF
M452;99,51;;MSSC;;;;;;CHF
M249;49,98;;MSSC;;;;;;CHF
L843;61,01;;MSSC;;;;;;CHF
L842;277,95;;MSSC;;;;;;CHF
L837;120,00;;MSSC;;;;;;CHF
L766;78,96;;MSSC;;;;;;CHF
L765;16,53;;MSSC;;;;;;CHF
L760;43,67;;MSSC;;;;;;CHF
L752;50,00;;MSSC;;;;;;CHF
L669;297,78;;MSSC;;;;;;CHF
L657;10,16;;MSSC;;;;;;CHF
L637;60,00;;MSSC;;;;;;CHF
L542;364,53;;MSSC;;;;;;CHF
L100;240,00;;MSSC;;;;;;CHF
L025;106,65;;MSSC;;;;;;CHF
K997;114,37;;MSSC;;;;;;CHF
K935;138,22;;MSSC;;;;;;CHF
K900;417,25;;MSSC;;;;;;CHF
K836;1608,74;;MSSC;;;;;;CHF
K742;1205,28;;MSSC;;;;;;CHF
K612;230,00;;MSSC;;;;;;CHF
K499;18,40;;MSSC;;;;;;CHF
K456;470,00;;MSSC;;;;;;CHF
K051;150,00;;MSSC;;;;;;CHF
J813;1450,03;;MSSC;;;;;;CHF
J541;50,00;;MSSC;;;;;;CHF
J503;84,00;;MSSC;;;;;;CHF
J418;346,43;;MSSC;;;;;;CHF
J083;53,65;;MSSC;;;;;;CHF
I869;279,60;;MSSC;;;;;;CHF
I782;20,71;;MSSC;;;;;;CHF
I734;8,09;;MSSC;;;;;;CHF
I456;299,50;;MSSC;;;;;;CHF
I395;93,54;;MSSC;;;;;;CHF
I317;176,59;;MSSC;;;;;;CHF
I242;300,00;;MSSC;;;;;;CHF
I104;434,96;;MSSC;;;;;;CHF
I067;199,49;;MSSC;;;;;;CHF
H815;11,15;;MSSC;;;;;;CHF
H639;80,13;;MSSC;;;;;;CHF
H620;26,40;;MSSC;;;;;;CHF
H589;20,00;;MSSC;;;;;;CHF
H544;394,81;;MSSC;;;;;;CHF
H328;160,00;;MSSC;;;;;;CHF
G804;40,00;;MSSC;;;;;;CHF
G723;70,00;;MSSC;;;;;;CHF
G185;18,44;;MSSC;;;;;;CHF
G095;77,35;;MSSC;;;;;;CHF
G025;36,84;;MSSC;;;;;;CHF
F814;130,00;;MSSC;;;;;;CHF
F800;20,00;;MSSC;;;;;;CHF
F766;112,66;;MSSC;;;;;;CHF
F498;43,53;;MSSC;;;;;;CHF
F463;21,76;;MSSC;;;;;;CHF
F344;12,52;;MSSC;;;;;;CHF
F313;70,00;;MSSC;;;;;;CHF
F061;350,00;;MSSC;;;;;;CHF
F052;225,28;;MSSC;;;;;;CHF
E986;37,68;;MSSC;;;;;;CHF
E552;31,82;;MSSC;;;;;;CHF
D981;246,34;;MSSC;;;;;;CHF
C970;46,93;;MSSC;;;;;;CHF
C697;47,68;;MSSC;;;;;;CHF
C688;40,00;;MSSC;;;;;;CHF
C666;57,28;;MSSC;;;;;;CHF
C230;55,11;;MSSC;;;;;;CHF
C051;18,83;;MSSC;;;;;;CHF
B827;133,03;;MSSC;;;;;;CHF
B823;70,00;;MSSC;;;;;;CHF
B730;2,05;;MSSC;;;;;;CHF
B598;273,13;;MSSC;;;;;;CHF
B137;1084,44;;MSSC;;;;;;CHF
B073;40,00;;MSSC;;;;;;CHF
A300;67,25;;MSSC;;;;;;CHF
A191;25,65;;MSSC;;;;;;CHF
9674;29,82;;MSSC;;;;;;CHF
9634;25,48;;MSSC;;;;;;CHF
9574;50,00;;MSSC;;;;;;CHF
9441;7,46;;MSSC;;;;;;CHF
9304;9,37;;MSSC;;;;;;CHF
9060;107,31;;MSSC;;;;;;CHF
7909;40,00;;MSSC;;;;;;CHF
7902;11,79;;MSSC;;;;;;CHF
7650;29,81;;MSSC;;;;;;CHF
6051;30,00;;MSSC;;;;;;CHF
4659;90,00;;MSSC;;;;;;CHF
4658;20,00;;MSSC;;;;;;CHF
4431;61,11;;MSSC;;;;;;CHF
3903;33,08;;MSSC;;;;;;CHF
3844;120,00;;MSSC;;;;;;CHF
3340;70,00;;MSSC;;;;;;CHF
2685;380,01;;MSSC;;;;;;CHF
2680;54,37;;MSSC;;;;;;CHF
2679;13,36;;MSSC;;;;;;CHF
2475;10,00;;MSSC;;;;;;CHF
2223;10,00;;MSSC;;;;;;CHF
1816;76,25;;MSSC;;;;;;CHF
1814;15,52;;MSSC;;;;;;CHF
1647;21,05;;MSSC;;;;;;CHF
1536;5,67;;MSSC;;;;;;CHF
1454;25,37;;MSSC;;;;;;CHF
1445;103,35;;MSSC;;;;;;CHF
1443;2,47;;MSSC;;;;;;CHF
1439;16,06;;MSSC;;;;;;CHF
1386;20,00;;MSSC;;;;;;CHF
