1117;1,83;;MSSC;;;;;;CHF
M476;84,28;;MSSC;;;;;;CHF
P977;221,86;;MSSC;;;;;;CHF
P976;158,46;;MSSC;;;;;;CHF
P975;206,54;;MSSC;;;;;;CHF
P974;171,54;;MSSC;;;;;;CHF
P973;170,95;;MSSC;;;;;;CHF
L844;265,36;;MSSC;;;;;;CHF
6311;57,08;;MSSC;;;;;;CHF
3414;240,20;;MSSC;;;;;;CHF
E828;10,45;;MSSC;;;;;;CHF
8101;90,00;;MSSC;;;;;;CHF
O843;149,77;;MSSC;;;;;;CHF
O840;48,87;;MSSC;;;;;;CHF
H729;41,46;;MSSC;;;;;;CHF
1811;84,23;;MSSC;;;;;;CHF
1456;9,40;;MSSC;;;;;;CHF
H938;371,28;;MSSC;;;;;;CHF
1385;6,93;;MSSC;;;;;;CHF
M321;8,89;;MSSC;;;;;;CHF
5421;22,44;;MSSC;;;;;;CHF
L838;20,93;;MSSC;;;;;;CHF
I117;86,81;;MSSC;;;;;;CHF
D489;132,45;;MSSC;;;;;;CHF
1813;24,04;;MSSC;;;;;;CHF
1682;68,43;;MSSC;;;;;;CHF
I568;23,52;;MSSC;;;;;;CHF
C864;49,39;;MSSC;;;;;;CHF
B198;27,07;;MSSC;;;;;;CHF
5068;12,38;;MSSC;;;;;;CHF
1571;24,60;;MSSC;;;;;;CHF
1468;37,53;;MSSC;;;;;;CHF
8687;26,80;;MSSC;;;;;;CHF
1501;28,35;;MSSC;;;;;;CHF
G035;9,03;;MSSC;;;;;;CHF
O207;319,51;;MSSC;;;;;;CHF
K437;16,31;;MSSC;;;;;;CHF
6265;18,72;;MSSC;;;;;;CHF
L839;24,19;;MSSC;;;;;;CHF
7326;54,68;;MSSC;;;;;;CHF
1302;368,03;;MSSC;;;;;;CHF
O846;315,00;;MSSC;;;;;;CHF
1503;13,92;;MSSC;;;;;;CHF
O311;144,26;;MSSC;;;;;;CHF
O307;49,90;;MSSC;;;;;;CHF
F747;69,88;;MSSC;;;;;;CHF
A524;23,20;;MSSC;;;;;;CHF
E634;8,52;;MSSC;;;;;;CHF
O368;180,00;;MSSC;;;;;;CHF
C339;31,13;;MSSC;;;;;;CHF
J099;3,71;;MSSC;;;;;;CHF
D410;120,03;;MSSC;;;;;;CHF
K267;129,69;;MSSC;;;;;;CHF
2875;26,73;;MSSC;;;;;;CHF
P554;69,40;;MSSC;;;;;;CHF
9610;45,18;;MSSC;;;;;;CHF
1216;95,18;;MSSC;;;;;;CHF
P403;110,00;;MSSC;;;;;;CHF
N925;94,68;;MSSC;;;;;;CHF
N821;244,65;;MSSC;;;;;;CHF
O312;94,34;;MSSC;;;;;;CHF
M503;160,31;;MSSC;;;;;;CHF
L758;13,80;;MSSC;;;;;;CHF
4683;11,16;;MSSC;;;;;;CHF
L464;110,00;;MSSC;;;;;;CHF
B757;130,00;;MSSC;;;;;;CHF
1772;93,39;;MSSC;;;;;;CHF
J850;96,58;;MSSC;;;;;;CHF
I663;30,00;;MSSC;;;;;;CHF
A029;34,63;;MSSC;;;;;;CHF
J849;24,67;;MSSC;;;;;;CHF
5004;390,55;;MSSC;;;;;;CHF
F879;683,46;;MSSC;;;;;;CHF
F878;555,06;;MSSC;;;;;;CHF
E108;83,40;;MSSC;;;;;;CHF
A433;225,53;;MSSC;;;;;;CHF
1428;20,00;;MSSC;;;;;;CHF
O847;715,10;;MSSC;;;;;;CHF
O845;151,55;;MSSC;;;;;;CHF
J514;16,97;;MSSC;;;;;;CHF
P094;111,97;;MSSC;;;;;;CHF
A923;3,45;;MSSC;;;;;;CHF
P369;10,00;;MSSC;;;;;;CHF
E671;666,00;;MSSC;;;;;;CHF
6130;27,50;;MSSC;;;;;;CHF
F843;30,00;;MSSC;;;;;;CHF
F838;26,35;;MSSC;;;;;;CHF
G815;120,07;;MSSC;;;;;;CHF
K142;4,76;;MSSC;;;;;;CHF
F024;30,00;;MSSC;;;;;;CHF
J368;472,60;;MSSC;;;;;;CHF
F060;501,35;;MSSC;;;;;;CHF
E738;61,01;;MSSC;;;;;;CHF
E642;18,17;;MSSC;;;;;;CHF
I667;105,47;;MSSC;;;;;;CHF
9101;25,91;;MSSC;;;;;;CHF
A414;22,51;;MSSC;;;;;;CHF
K945;46,46;;MSSC;;;;;;CHF
2023;5,95;;MSSC;;;;;;CHF
1376;50,63;;MSSC;;;;;;CHF
F023;40,00;;MSSC;;;;;;CHF
4468;25,16;;MSSC;;;;;;CHF
A330;63,47;;MSSC;;;;;;CHF
L273;88,92;;MSSC;;;;;;CHF
L840;105,32;;MSSC;;;;;;CHF
G537;62,93;;MSSC;;;;;;CHF
L841;397,55;;MSSC;;;;;;CHF
K875;35,39;;MSSC;;;;;;CHF
F050;9,86;;MSSC;;;;;;CHF
O308;61,60;;MSSC;;;;;;CHF
P161;12,50;;MSSC;;;;;;CHF
6306;73,68;;MSSC;;;;;;CHF
N846;9,65;;MSSC;;;;;;CHF
2619;38,47;;MSSC;;;;;;CHF
N561;130,86;;MSSC;;;;;;CHF
Q001;289,23;;MSSC;;;;;;CHF
1544;11,19;;MSSC;;;;;;CHF
P492;129,13;;MSSC;;;;;;CHF
D849;33,49;;MSSC;;;;;;CHF
8285;23,87;;MSSC;;;;;;CHF
1560;16,85;;MSSC;;;;;;CHF
F715;60,00;;MSSC;;;;;;CHF
A615;43,81;;MSSC;;;;;;CHF
2275;24,09;;MSSC;;;;;;CHF
Q999;368,00;;MSSC;;;;;;CHF
J472;90,91;;MSSC;;;;;;CHF
L751;28,06;;MSSC;;;;;;CHF
C695;27,71;;MSSC;;;;;;CHF
O237;219,98;;MSSC;;;;;;CHF
G731;341,57;;MSSC;;;;;;CHF
1535;16,31;;MSSC;;;;;;CHF
O173;1160,00;;MSSC;;;;;;CHF
3015;43,79;;MSSC;;;;;;CHF
E976;77,71;;MSSC;;;;;;CHF
F342;70,00;;MSSC;;;;;;CHF
F524;136,20;;MSSC;;;;;;CHF
F525;38,51;;MSSC;;;;;;CHF
F786;70,00;;MSSC;;;;;;CHF
F844;49,18;;MSSC;;;;;;CHF
G015;74,06;;MSSC;;;;;;CHF
J384;70,00;;MSSC;;;;;;CHF
P501;90,00;;MSSC;;;;;;CHF
2173;9,93;;MSSC;;;;;;CHF
O838;18,66;;MSSC;;;;;;CHF
N435;30,00;;MSSC;;;;;;CHF
H319;293,16;;MSSC;;;;;;CHF
I087;269,77;;MSSC;;;;;;CHF
L312;16,32;;MSSC;;;;;;CHF
G184;46,71;;MSSC;;;;;;CHF
H939;89,55;;MSSC;;;;;;CHF
O837;51,20;;MSSC;;;;;;CHF
1502;8,75;;MSSC;;;;;;CHF
8103;35,88;;MSSC;;;;;;CHF
K443;10,04;;MSSC;;;;;;CHF
4321;50,00;;MSSC;;;;;;CHF
A438;22,99;;MSSC;;;;;;CHF
I105;7,02;;MSSC;;;;;;CHF
6607;10,06;;MSSC;;;;;;CHF
3552;75,55;;MSSC;;;;;;CHF
L562;33,03;;MSSC;;;;;;CHF
8388;74,28;;MSSC;;;;;;CHF
R832;201,49;;MSSC;;;;;;CHF
1751;143,55;;MSSC;;;;;;CHF
O842;18,44;;MSSC;;;;;;CHF
8175;39,29;;MSSC;;;;;;CHF
1488;1,87;;MSSC;;;;;;CHF
8821;50,00;;MSSC;;;;;;CHF
E878;33,90;;MSSC;;;;;;CHF
G924;5,81;;MSSC;;;;;;CHF
O305;182,57;;MSSC;;;;;;CHF
5304;6,91;;MSSC;;;;;;CHF
P811;131,12;;MSSC;;;;;;CHF
P810;100,00;;MSSC;;;;;;CHF
P809;334,66;;MSSC;;;;;;CHF
K809;630,00;;MSSC;;;;;;CHF
H765;80,00;;MSSC;;;;;;CHF
F849;23,78;;MSSC;;;;;;CHF
F461;90,00;;MSSC;;;;;;CHF
2689;10,00;;MSSC;;;;;;CHF
P503;6,59;;MSSC;;;;;;CHF
P504;134,10;;MSSC;;;;;;CHF
P505;117,00;;MSSC;;;;;;CHF
P506;18,34;;MSSC;;;;;;CHF
P507;11,08;;MSSC;;;;;;CHF
H543;127,81;;MSSC;;;;;;CHF
F070;47,55;;MSSC;;;;;;CHF
G744;30,00;;MSSC;;;;;;CHF
B407;31,07;;MSSC;;;;;;CHF
K436;793,00;;MSSC;;;;;;CHF
1150;66,53;;MSSC;;;;;;CHF
E952;68,71;;MSSC;;;;;;CHF
5262;13,61;;MSSC;;;;;;CHF
G830;110,59;;MSSC;;;;;;CHF
O867;37,21;;MSSC;;;;;;CHF
J485;8,85;;MSSC;;;;;;CHF
L073;6,45;;MSSC;;;;;;CHF
I845;134,95;;MSSC;;;;;;CHF
I515;113,19;;MSSC;;;;;;CHF
7016;4,78;;MSSC;;;;;;CHF
N736;377,47;;MSSC;;;;;;CHF
K457;113,75;;MSSC;;;;;;CHF
1470;50,74;;MSSC;;;;;;CHF
P509;254,93;;MSSC;;;;;;CHF
O434;187,29;;MSSC;;;;;;CHF
3299;83,99;;MSSC;;;;;;CHF
E745;34,77;;MSSC;;;;;;CHF
K580;88,79;;MSSC;;;;;;CHF
1585;8,69;;MSSC;;;;;;CHF
1543;16,95;;MSSC;;;;;;CHF
3849;6,25;;MSSC;;;;;;CHF
E735;31,10;;MSSC;;;;;;CHF
H995;44,02;;MSSC;;;;;;CHF
1388;9,03;;MSSC;;;;;;CHF
E250;530,11;;MSSC;;;;;;CHF
1513;6,88;;MSSC;;;;;;CHF
B619;47,55;;MSSC;;;;;;CHF
G440;47,81;;MSSC;;;;;;CHF
1221;50,00;;MSSC;;;;;;CHF
7828;29,14;;MSSC;;;;;;CHF
O200;11,32;;MSSC;;;;;;CHF
I026;9,81;;MSSC;;;;;;CHF
A066;158,11;;MSSC;;;;;;CHF
P933;145,72;;MSSC;;;;;;CHF
I572;95,07;;MSSC;;;;;;CHF
J239;110,14;;MSSC;;;;;;CHF
4486;12,71;;MSSC;;;;;;CHF
2671;40,24;;MSSC;;;;;;CHF
G680;162,18;;MSSC;;;;;;CHF
E312;80,00;;MSSC;;;;;;CHF
P185;40,00;;MSSC;;;;;;CHF
P041;81,02;;MSSC;;;;;;CHF
B256;18,72;;MSSC;;;;;;CHF
E945;61,51;;MSSC;;;;;;CHF
P484;111,85;;MSSC;;;;;;CHF
2107;70,55;;MSSC;;;;;;CHF
K694;78,09;;MSSC;;;;;;CHF
2943;21,60;;MSSC;;;;;;CHF
9442;18,45;;MSSC;;;;;;CHF
I255;10,28;;MSSC;;;;;;CHF
G245;89,15;;MSSC;;;;;;CHF
P934;164,61;;MSSC;;;;;;CHF
H775;6,84;;MSSC;;;;;;CHF
F951;293,45;;MSSC;;;;;;CHF
F511;22,70;;MSSC;;;;;;CHF
A698;82,69;;MSSC;;;;;;CHF
9002;24,71;;MSSC;;;;;;CHF
F801;13,05;;MSSC;;;;;;CHF
6104;15,30;;MSSC;;;;;;CHF
E942;960,95;;MSSC;;;;;;CHF
N924;25,09;;MSSC;;;;;;CHF
L579;1,81;;MSSC;;;;;;CHF
A183;185,95;;MSSC;;;;;;CHF
G492;79,77;;MSSC;;;;;;CHF
C671;22,63;;MSSC;;;;;;CHF
5834;54,68;;MSSC;;;;;;CHF
E946;830,17;;MSSC;;;;;;CHF
I112;127,47;;MSSC;;;;;;CHF
M777;42,13;;MSSC;;;;;;CHF
O175;133,09;;MSSC;;;;;;CHF
O844;70,83;;MSSC;;;;;;CHF
J376;28,42;;MSSC;;;;;;CHF
1534;25,18;;MSSC;;;;;;CHF
O291;56,67;;MSSC;;;;;;CHF
1477;93,45;;MSSC;;;;;;CHF
3274;19,00;;MSSC;;;;;;CHF
5842;18,58;;MSSC;;;;;;CHF
F314;51,74;;MSSC;;;;;;CHF
K537;6,56;;MSSC;;;;;;CHF
8173;33,10;;MSSC;;;;;;CHF
P526;24,88;;MSSC;;;;;;CHF
D083;61,90;;MSSC;;;;;;CHF
O432;22,47;;MSSC;;;;;;CHF
O433;21,98;;MSSC;;;;;;CHF
L846;577,27;;MSSC;;;;;;CHF
P930;297,92;;MSSC;;;;;;CHF
6674;8,28;;MSSC;;;;;;CHF
I578;63,93;;MSSC;;;;;;CHF
M703;55,27;;MSSC;;;;;;CHF
I560;32,72;;MSSC;;;;;;CHF
P553;88,33;;MSSC;;;;;;CHF
5215;36,52;;MSSC;;;;;;CHF
9580;39,93;;MSSC;;;;;;CHF
Q708;11,75;;MSSC;;;;;;CHF
H459;27,73;;MSSC;;;;;;CHF
E985;292,26;;MSSC;;;;;;CHF
O353;130,98;;MSSC;;;;;;CHF
R012;45,46;;MSSC;;;;;;CHF
Q693;48,31;;MSSC;;;;;;CHF
Q695;61,81;;MSSC;;;;;;CHF
9947;18,90;;MSSC;;;;;;CHF
G048;17,90;;MSSC;;;;;;CHF
J626;181,24;;MSSC;;;;;;CHF
Q750;331,95;;MSSC;;;;;;CHF
F834;52,79;;MSSC;;;;;;CHF
R005;39,10;;MSSC;;;;;;CHF
R096;3850,03;;MSSC;;;;;;CHF
P184;16,45;;MSSC;;;;;;CHF
R007;153,00;;MSSC;;;;;;CHF
R009;98,00;;MSSC;;;;;;CHF
R008;284,00;;MSSC;;;;;;CHF
L541;121,84;;MSSC;;;;;;CHF
D627;130,18;;MSSC;;;;;;CHF
F174;72,44;;MSSC;;;;;;CHF
R010;320,69;;MSSC;;;;;;CHF
R251;70,89;;MSSC;;;;;;CHF
R286;25,23;;MSSC;;;;;;CHF
MP00024;7,98;;MSSC;;;;;;CHF
G198;14,57;;MSSC;;;;;;CHF
R071;32,00;;MSSC;;;;;;CHF
VP00027;37,45;;MSSC;;;;;;CHF
MP00161;1,96;;MSSC;;;;;;CHF
1378;21,04;;MSSC;;;;;;CHF
8450;21,00;;MSSC;;;;;;CHF
R276;29,64;;MSSC;;;;;;CHF
J372;43,42;;MSSC;;;;;;CHF
4496;834,53;;MSSC;;;;;;CHF
R501;103,72;;MSSC;;;;;;CHF
R502;1078,19;;MSSC;;;;;;CHF
M545;234,21;;MSSC;;;;;;CHF
R318;119,00;;MSSC;;;;;;CHF
R602;312,95;;MSSC;;;;;;CHF
R175;359,89;;MSSC;;;;;;CHF
R291;350,00;;MSSC;;;;;;CHF
1574;19,20;;MSSC;;;;;;CHF
R503;15,87;;MSSC;;;;;;CHF
J932;96,20;;MSSC;;;;;;CHF
R278;151,55;;MSSC;;;;;;CHF
G120;78,82;;MSSC;;;;;;CHF
C433;115,94;;MSSC;;;;;;CHF
P988;1115,88;;MSSC;;;;;;CHF
Q449;337,65;;MSSC;;;;;;CHF
Q420;11,04;;MSSC;;;;;;CHF
P421;1005,95;;MSSC;;;;;;CHF
B783;278,77;;MSSC;;;;;;CHF
E553;28,55;;MSSC;;;;;;CHF
B638;65,40;;MSSC;;;;;;CHF
Q554;269,51;;MSSC;;;;;;CHF
R623;32,02;;MSSC;;;;;;CHF
R239;4,99;;MSSC;;;;;;CHF
H992;44,14;;MSSC;;;;;;CHF
R788;385,01;;MSSC;;;;;;CHF
R913;99,71;;MSSC;;;;;;CHF
R644;391,05;;MSSC;;;;;;CHF
6527;40,26;;MSSC;;;;;;CHF
R346;8,59;;MSSC;;;;;;CHF
1395;31,46;;MSSC;;;;;;CHF
I805;134,04;;MSSC;;;;;;CHF
R338;31,88;;MSSC;;;;;;CHF
R967;1347,88;;MSSC;;;;;;CHF
R751;114741,94;;MSSC;;;;;;CHF
R952;107,93;;MSSC;;;;;;CHF
R956;2300,00;;MSSC;;;;;;CHF
R968;201,22;;MSSC;;;;;;CHF
R339;116,50;;MSSC;;;;;;CHF
G777;72,24;;MSSC;;;;;;CHF
R697;58,00;;MSSC;;;;;;CHF
R787;10980,09;;MSSC;;;;;;CHF
R624;390,03;;MSSC;;;;;;CHF
R964;24,00;;MSSC;;;;;;CHF
R731;695,62;;MSSC;;;;;;CHF
8027;539,88;;MSSC;;;;;;CHF
K299;280,00;;MSSC;;;;;;CHF
R753;66,47;;MSSC;;;;;;CHF
R626;99,54;;MSSC;;;;;;CHF
J846;231,05;;MSSC;;;;;;CHF
R250;254,22;;MSSC;;;;;;CHF
R941;288,00;;MSSC;;;;;;CHF
R942;5,58;;MSSC;;;;;;CHF
R915;311,20;;MSSC;;;;;;CHF
O207;244,13;;MSSC;;;;;;CHF
R950;179,34;;MSSC;;;;;;CHF
R947;136,23;;MSSC;;;;;;CHF
R939;259,17;;MSSC;;;;;;CHF
R625;11,97;;MSSC;;;;;;CHF
G311;8,66;;MSSC;;;;;;CHF
O438;66,03;;MSSC;;;;;;CHF
R341;109,00;;MSSC;;;;;;CHF
R378;88786,67;;MSSC;;;;;;CHF
ECH-1653;195,00;;MSSC;;;;;;CHF
R627;4031,07;;MSSC;;;;;;CHF
R735;6711,81;;MSSC;;;;;;CHF
R518;297,31;;MSSC;;;;;;CHF
P496;387,97;;MSSC;;;;;;CHF
R920;27,48;;MSSC;;;;;;CHF
R345;223,46;;MSSC;;;;;;CHF
R344;22,79;;MSSC;;;;;;CHF
G850;1163,78;;MSSC;;;;;;CHF
C237;545,45;;MSSC;;;;;;CHF
B043;49,00;;MSSC;;;;;;CHF
R936;40,72;;MSSC;;;;;;CHF
O892;488,11;;MSSC;;;;;;CHF
